Breed,Color,DogName,OwnerZip,Gender,Intact,Age,Weight,AverageWeight,Category
BOXER,BRINDLE,PIPER,15332,Female,True,79,72,71.2519422863485,Large
LABRADOR RETRIEVER,BLACK,CLEVELAND,15202,Male,True,117,76,71.38216365307999,Large
AM STAFF TERRIER,WHITE/TAN,STELLA,15044,Female,True,97,67,61.66483516483517,Large
SHIH TZU,BEIGE,MOLLY,15120,Female,True,68,10,12.004834810636583,Small
BICHON FRISE,WHITE,LAMB CHOP,15120,Male,True,80,15,13.739583333333334,Small
GOLDENDOODLE,GOLD,CALLAWAY,15147,Female,True,39,64,71.67073954983923,Large
AM BULLDOG,WHITE,JUNIOR,15108,Male,True,31,47,46.11363636363637,Large
CHIHUAHUA,BLACK/TAN,STELLA,15241,Female,True,31,4,4.020435069215557,Toy
AUS SHEPHERD,WHITE/BLACK/GREY,TRIGGER,15101,Male,True,164,63,57.110864745011085,Large
GER SHEPHERD,BLACK/BROWN,JAX,15234,Male,True,74,82,81.36481303930968,Large
CAV KING CHAR SPANI,APRICOT,TANGO,15239,Male,True,130,17,14.696850393700787,Small
CAV KING CHAR SPANI,WHITE/TAN,DAISY,15239,Female,True,32,13,14.696850393700787,Small
GER SHEPHERD,BLACK/TAN,BOULDER,15241,Male,True,124,95,81.36481303930968,Large
AUS CATTLE DOG,WHITE/TAN,WHISKEYJACK,15106,Male,True,27,44,42.33974358974359,Medium
LABRADOR RETRIEVER,YELLOW,STEVE,15044,Male,True,132,76,71.38216365307999,Large
ENG BULLDOG,BRINDLE,MOOTZ,15044,Male,True,136,45,42.68345323741007,Medium
GOLDENDOODLE,BLACK,LUNA JADE,15239,Female,True,29,66,71.67073954983923,Large
GER SHEPHERD,BLACK/BROWN,ELLIE,15132,Female,True,115,81,81.36481303930968,Large
LABRADOR RETRIEVER,BROWN,BRUNO,15227,Male,True,127,75,71.38216365307999,Large
GREAT DANE,BLACK,RACHEL,15243,Female,True,93,158,152.86305732484075,Giant
GOLDEN RETRIEVER,BLONDE,BLUE,15101,Male,True,63,68,64.81926121372031,Large
GOLDEN RETRIEVER,GOLD,SKY,15101,Female,True,99,70,64.81926121372031,Large
GER SHEPHERD,BLACK/TAN,SAM,15238,Female,True,117,86,81.36481303930968,Large
GOLDENDOODLE,FAWN,POPPY,15202,Female,True,95,70,71.67073954983923,Large
CAV KING CHAR SPANI,WHITE/BROWN,DAISY MAE,15235,Female,True,152,13,14.696850393700787,Small
SHIH TZU,LIVER,MAGGIE,15037,Female,True,185,12,12.004834810636583,Small
LABRADOR RETRIEVER,BLACK,PIPER,15220,Female,True,77,69,71.38216365307999,Large
ENG BULLDOG,TAN,ROCCO,15241,Male,True,136,39,42.68345323741007,Medium
AM STAFF TERRIER,BLACK/RED,ROUX,15239,Female,True,112,60,61.66483516483517,Large
LABRADOR RETRIEVER,CHOCOLATE,SENNA,15243,Female,False,76,50,71.38216365307999,Large
LABRADOR RETRIEVER,BLACK,TAZI,15243,Female,True,98,63,71.38216365307999,Large
BOXER,FAWN,BAILEY,15321,Female,False,78,76,71.2519422863485,Large
SHIH TZU,WHITE,TEDDY,15228,Male,False,162,12,12.004834810636583,Small
AUS CATTLE DOG,WHITE/TAN,JOELLE,15133,Female,False,82,38,42.33974358974359,Medium
SHETLAND SHEEPDOG,GREY,OTTO,15238,Male,False,172,21,18.449101796407184,Small
FRENCH BULLDOG,OTHER,NOLAN,15120,Male,False,86,24,20.437100213219615,Medium
GOLDENDOODLE,BLONDE,JUNO,15209,Female,False,42,69,71.67073954983923,Large
GOLDEN RETRIEVER,WHITE/TAN,ZOE,15108,Female,True,133,62,64.81926121372031,Large
GOLDEN RETRIEVER,BROWN,TEDDIE,15108,Male,True,108,69,64.81926121372031,Large
SHETLAND SHEEPDOG,WHITE/BROWN,TRUDY,15101,Female,False,102,17,18.449101796407184,Small
BOXER,BRINDLE,CHAUKO,15132,Male,True,144,70,71.2519422863485,Large
GOLDEN RETRIEVER,GOLD,TEAGAN,15131,Female,True,117,55,64.81926121372031,Large
BASSET HOUND,WHITE/RED,LOUISE,15212,Female,False,101,51,57.184357541899445,Large
MALTESE,WHITE,GRACIE,15131,Female,False,65,3,3.9972677595628414,Toy
SIB HUSKY,WHITE/BLACK,PRANCER,15017,Female,False,133,57,52.40229885057471,Large
LABRADOR RETRIEVER,BROWN,CALLIE,15209,Female,True,27,61,71.38216365307999,Large
DACHSHUND,BROWN/BLONDE,LOLA,15108,Female,False,22,20,22.387126019945605,Medium
DACHSHUND,BROWN/BLONDE,GRETA,15108,Female,False,138,21,22.387126019945605,Medium
DACHSHUND,RED,SOPHIE,15108,Female,False,161,24,22.387126019945605,Medium
AM PIT BULL TERRIER,FAWN,ROSIE,15148,Female,True,91,55,62.09428223844282,Large
SIB HUSKY,WHITE/BLACK,FORREST,15236,Male,False,130,49,52.40229885057471,Large
SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,LUCKY,15137,Male,False,94,19,18.449101796407184,Small
LABRADOR RETRIEVER,BLACK,WESTBROOK,15129,Male,False,80,73,71.38216365307999,Large
GOLDENDOODLE,WHITE/TAN,LUNA,15101,Female,True,49,66,71.67073954983923,Large
ROTTWEILER,BLACK/BROWN,SYDNEY,15144,Female,False,118,97,115.73399014778325,Giant
HAVANESE,GREY,LITTLE BEAR,15220,Male,True,69,12,10.14186046511628,Small
GER SHORTHAIR POINT,SPOTTED,LADY BIRD,15209,Female,True,110,70,62.642140468227424,Large
AM PIT BULL TERRIER,BLACK,STELLA,15108,Female,True,18,62,62.09428223844282,Large
GER SHEPHERD,BLACK/RED,ZASCHA DER VERTEIDIGER DES VOLKES,15090,Female,True,111,82,81.36481303930968,Large
GOLDENDOODLE,BROWN,BOWIE,15090,Male,True,64,63,71.67073954983923,Large
GOLDEN RETRIEVER,BLONDE,ROSIE,15090,Female,True,119,59,64.81926121372031,Large
DOBERMAN PINSCHER,BROWN,SAMMY,15147,Male,True,33,76,87.36585365853658,Large
PUG,BLACK,OZZIE,15017,Male,True,104,14,14.765407554671969,Small
AUS SHEPHERD,WHITE/BLACK/BROWN,BEATRICE,15215,Female,True,80,48,57.110864745011085,Large
ENG BULLDOG,TAN,BELLA,15025,Female,True,36,35,42.68345323741007,Medium
SIB HUSKY,WHITE/BROWN,MIKKO,15003,Male,True,22,58,52.40229885057471,Large
SIB HUSKY,WHITE/BLACK/GREY,KENNA,15003,Female,True,137,56,52.40229885057471,Large
SIB HUSKY,WHITE/BLACK,ASPEN,15003,Female,True,18,43,52.40229885057471,Large
SIB HUSKY,WHITE,LUNA,15003,Female,True,83,54,52.40229885057471,Large
AM STAFF TERRIER,BLACK,YONI,15108,Female,True,50,54,61.66483516483517,Large
LABRADOR RETRIEVER,BROWN,WILLIE,15236,Male,True,87,80,71.38216365307999,Large
LABRADOR RETRIEVER,YELLOW,LUCY,15044,Female,True,140,71,71.38216365307999,Large
GOLDENDOODLE,GOLD,TEDDY,15143,Male,True,72,64,71.67073954983923,Large
GOLDEN RETRIEVER,GOLD,OATMEAL,15057,Female,True,46,65,64.81926121372031,Large
LABRADOR RETRIEVER,BROWN,HERSHEY,15071,Male,True,138,64,71.38216365307999,Large
GOLDENDOODLE,WHITE/BROWN,RIPLEY,15108,Female,True,88,77,71.67073954983923,Large
BORD COLLIE,WHITE/BLACK,JAMIE,15017,Male,True,38,51,47.652482269503544,Large
GER SHEPHERD,BLACK/BROWN,SANTOS,15024,Male,True,66,80,81.36481303930968,Large
MALTESE,WHITE,SCOUT,15090,Male,True,122,4,3.9972677595628414,Toy
GER SHEPHERD,BLACK,DUKE,15122,Male,True,72,84,81.36481303930968,Large
AUS SHEPHERD,TRI-COLOR,SHADOW,15234,Female,True,34,53,57.110864745011085,Large
LABRADOR RETRIEVER,BLACK,TRIPPER,15120,Male,True,59,78,71.38216365307999,Large
LABRADOR RETRIEVER,BLACK,ALLELUIA,15122,Female,True,141,61,71.38216365307999,Large
LABRADOR RETRIEVER,BLACK,MIA,15239,Female,True,84,64,71.38216365307999,Large
YORKSHIRE TERRIER,BLACK/BROWN/GREY,JAXSON,15045,Male,True,101,6,6.085308056872038,Small
GOLDENDOODLE,,OLLIE,15143,Male,True,65,82,71.67073954983923,Large
POODLE STANDARD,BLACK,POPPY,15147,Female,True,58,66,63.14046822742475,Large
SHIH TZU,WHITE/BLACK/BROWN,CHLOE,15137,Female,True,90,10,12.004834810636583,Small
DACHSHUND,BROWN,SMOKEY,15237,Male,True,113,23,22.387126019945605,Medium
WELSH CORGI PEMBROK,TRI-COLOR,ELLIE,15209,Female,False,159,29,33.037151702786375,Medium
DACHSHUND,BLACK/BROWN,CHIQUITA,15239,Female,False,108,22,22.387126019945605,Medium
DACHSHUND,BLACK/BROWN,CHIQUITA,15239,Female,True,64,22,22.387126019945605,Medium
BEAGLE,TRI-COLOR,HUNTER RYDER,15239,Male,True,129,21,20.472150814053126,Medium
DACHSHUND,TRI-COLOR,PENNY,15239,Female,False,44,21,22.387126019945605,Medium
GER SHEPHERD,BLACK/RED,PANZER VON MAGNUS,15065,Male,True,67,91,81.36481303930968,Large
GER SHEPHERD,BLACK/SILVER,THUNDERGIRL,15065,Female,True,113,83,81.36481303930968,Large
GER SHEPHERD,BLACK/RED,KAZMAIER VON KILO,15065,Male,True,132,73,81.36481303930968,Large
AM PIT BULL TERRIER,WHITE/TAN,FORTINBRAS,15135,Male,True,109,65,62.09428223844282,Large
GOLDENDOODLE,WHITE/RED,FRANKIE,15222,Female,False,31,65,71.67073954983923,Large
CHIHUAHUA,CREAM,STERLING,15220,Male,False,85,5,4.020435069215557,Toy
CHIHUAHUA,CREAM,BABY,15220,Female,False,181,3,4.020435069215557,Toy
POMERANIAN,BROWN,TUCKER,15102,Male,False,98,5,4.028953229398664,Toy
POMERANIAN,BROWN,MAE,15102,Female,False,65,4,4.028953229398664,Toy
BOXER,WHITE,BIANCA,15129,Female,False,107,76,71.2519422863485,Large
CAV KING CHAR SPANI,WHITE/BROWN,MICKEY,15237,Male,True,160,16,14.696850393700787,Small
MORKIE,BEIGE,CROSBY,15209,Male,False,27,6,5.054421768707483,Toy
LABRADOR RETRIEVER,BLACK,FREDDIE,15237,Male,True,41,73,71.38216365307999,Large
BEAGLE,WHITE/BLACK/BROWN,BELLA,15220,Female,False,95,24,20.472150814053126,Medium
YORKSHIRE TERRIER,WHITE/BLACK/BROWN,TINKER BELL,15147,Female,True,63,5,6.085308056872038,Small
AM BULLDOG,WHITE/BROWN,OAKLEY,15237,Male,True,111,49,46.11363636363637,Large
ENG BULLDOG,SPOTTED,GELBERT,15147,Male,True,21,42,42.68345323741007,Medium
SHIH TZU,BLACK/TAN,GRIFFIN,15241,Male,True,189,12,12.004834810636583,Small
AM PIT BULL TERRIER,WHITE/BLUE,MUSIC,15110,Female,True,41,63,62.09428223844282,Large
ROTTWEILER,BLACK/BROWN/TAN,BABY TAZ,15215,Male,True,34,142,115.73399014778325,Giant
GOLDEN RETRIEVER,RED,CASEY,15126,Female,False,71,61,64.81926121372031,Large
GOLDEN RETRIEVER,GOLD,LOLA,15229,Female,False,135,59,64.81926121372031,Large
GER SHEPHERD,BLACK/TAN,MAN,15106,Male,True,121,76,81.36481303930968,Large
GOLDENDOODLE,BLACK,LINCOLN,16046,Male,False,144,75,71.67073954983923,Large
LABRADOR RETRIEVER,YELLOW,WHITE GIRL,15132,Female,True,18,67,71.38216365307999,Large
POODLE STANDARD,APRICOT,BENJAMIN,15237,Male,True,70,64,63.14046822742475,Large
GREAT DANE,WHITE,BELLA,15025,Female,False,93,151,152.86305732484075,Giant
GER SHEPHERD,SABLE,STAR,15106,Female,True,104,85,81.36481303930968,Large
MORKIE,CREAM,CHARLIE,15241,Male,True,150,5,5.054421768707483,Toy
BEAGLE,WHITE/BLACK/BROWN,MEECKA,15220,Female,True,54,15,20.472150814053126,Medium
AM PIT BULL TERRIER,RED,BRIERLEY,15137,Female,False,22,61,62.09428223844282,Large
AM PIT BULL TERRIER,RED,BAXTER,15137,Male,False,131,61,62.09428223844282,Large
BICHON FRISE,GREY,SAMMY,15137,Male,False,102,14,13.739583333333334,Small
DOBERMAN PINSCHER,BLACK,TEUFEL,15035,Female,True,44,83,87.36585365853658,Large
SHIH TZU,BLACK/BROWN,PUFF,15102,Male,False,169,15,12.004834810636583,Small
SHIH TZU,BROWN,VANELLOPE,15102,Female,False,170,13,12.004834810636583,Small
GER SHEPHERD,BLACK/TAN,HOOTIE,15025,Male,False,104,101,81.36481303930968,Large
CHIHUAHUA,MERLE,CHEECH,15025,Male,False,30,5,4.020435069215557,Toy
AUS SHEPHERD,SPOTTED,ATLAS,15237,Male,False,67,63,57.110864745011085,Large
GOLDENDOODLE,BROWN,LOUIE,15238,Male,False,76,78,71.67073954983923,Large
MORKIE,GREY,TIMBER,15116,Male,False,49,4,5.054421768707483,Toy
LABRADOR RETRIEVER,BROWN,STELLA BRIERTON,15026,Female,False,101,75,71.38216365307999,Large
CHIHUAHUA,BLACK/BROWN,CASH,15147,Male,False,27,5,4.020435069215557,Toy
GER SHEPHERD,BROWN,MAVERICK,15037,Male,True,86,84,81.36481303930968,Large
GER SHEPHERD,BROWN,THOR,15037,Male,False,98,77,81.36481303930968,Large
POODLE STANDARD,APRICOT,TOBY,15239,Male,False,108,63,63.14046822742475,Large
POODLE STANDARD,BLACK,NICO,15239,Male,False,66,66,63.14046822742475,Large
GOLDENDOODLE,BLACK,GABRIEL,15044,Male,False,81,67,71.67073954983923,Large
HAVANESE,WHITE,WINNIE,15205,Female,False,140,10,10.14186046511628,Small
GOLDENDOODLE,BLACK,GABRIEL,15044,Male,False,110,66,71.67073954983923,Large
AM PIT BULL TERRIER,WHITE/BROWN,DRACO,15221,Male,False,29,69,62.09428223844282,Large
BOXER,BROWN,oliver,15221,Male,False,62,67,71.2519422863485,Large
AM PIT BULL TERRIER,WHITE/BROWN,MIESHA,15221,Female,False,112,54,62.09428223844282,Large
HAVANESE,WHITE,SADIE,15102,Female,False,47,11,10.14186046511628,Small
CHIHUAHUA,BROWN,WILLOW,15137,Female,True,60,3,4.020435069215557,Toy
AUS SHEPHERD,WHITE/BLACK/BROWN,DUNKIN,15044,Male,False,60,61,57.110864745011085,Large
CAV KING CHAR SPANI,WHITE/BROWN,MAGGIE,15044,Female,False,121,13,14.696850393700787,Small
AM PIT BULL TERRIER,WHITE,LEXI,15025,Female,False,82,54,62.09428223844282,Large
YORKSHIRE TERRIER,BLACK/BROWN,STORMY,15241,Female,False,115,6,6.085308056872038,Small
GER SHEPHERD,WHITE/LIVER,GUNNER,15129,Male,False,130,83,81.36481303930968,Large
GER SHEPHERD,BLACK,TYSON,15122,Male,False,42,74,81.36481303930968,Large
YORKSHIRE TERRIER,BLACK/BROWN,AUGGIE,15243,Male,False,139,7,6.085308056872038,Small
SHIH TZU,WHITE/BLACK,LEIA,15237,Female,False,59,10,12.004834810636583,Small
SHIH TZU,WHITE/BROWN,MOXIE,15143,Female,False,192,12,12.004834810636583,Small
CHIHUAHUA,SPOTTED,GORDAN,15238,Male,False,103,4,4.020435069215557,Toy
CHIHUAHUA,SPOTTED,SHEILA,15238,Female,False,136,4,4.020435069215557,Toy
CHIHUAHUA,SPOTTED,K-BEAR,15238,Female,False,68,3,4.020435069215557,Toy
CHIHUAHUA,SPOTTED,GIL,15238,Male,False,48,2,4.020435069215557,Toy
GOLDEN RETRIEVER,WHITE/BROWN,MOLLY,15120,Female,True,30,55,64.81926121372031,Large
LABRADOR RETRIEVER,WHITE/FAWN,MAXIMUS,15147,Male,False,84,71,71.38216365307999,Large
GOLDENDOODLE,APRICOT,COOKIE,15237,Female,False,62,64,71.67073954983923,Large
ROTTWEILER,BLACK/BROWN,KIM,15221,Female,False,68,108,115.73399014778325,Giant
GOLDENDOODLE,BLACK,LUNA,15014,Female,False,73,79,71.67073954983923,Large
BORD COLLIE,WHITE/BLACK,TUCKER,15014,Male,False,151,61,47.652482269503544,Large
PARSON RUSSELL TERR,WHITE/BROWN,SIMBA,15120,Female,True,48,13,14.603174603174603,Small
AM PIT BULL TERRIER,BLACK,NALA,15120,Female,False,63,55,62.09428223844282,Large
SHIH TZU,BRINDLE,BELLA,15084,Female,True,98,13,12.004834810636583,Small
YORKSHIRE TERRIER,BLACK,MR.BEANS,15229,Male,False,99,7,6.085308056872038,Small
GER SHEPHERD,BLACK,BELL,15071,Female,False,107,68,81.36481303930968,Large
CHIHUAHUA,WHITE/BLACK/BROWN,MEATBALL,15110,Male,False,144,4,4.020435069215557,Toy
CHIHUAHUA,TAN,LEO,15110,Male,True,36,5,4.020435069215557,Toy
CHIHUAHUA,BLACK/BROWN/TAN,CHICA,15110,Female,True,39,4,4.020435069215557,Toy
CHIHUAHUA,RED,LILA,15110,Female,True,172,3,4.020435069215557,Toy
BEAGLE,BLACK/TAN/WHITE,PORTO,15243,Male,False,116,22,20.472150814053126,Medium
LABRADOR RETRIEVER,BLACK,RAVEN,15024,Female,False,124,75,71.38216365307999,Large
LABRADOR RETRIEVER,BROWN,RENNIE,15024,Female,False,112,72,71.38216365307999,Large
LABRADOR RETRIEVER,BLACK,BEATRICE,15024,Female,True,138,81,71.38216365307999,Large
CHIHUAHUA,WHITE,BRUTUS,15236,Male,True,22,5,4.020435069215557,Toy
SHIH TZU,WHITE/BROWN,PIXIE,15236,Female,False,40,13,12.004834810636583,Small
AM PIT BULL TERRIER,WHITE/BLACK,ROCKY,15132,Male,False,114,50,62.09428223844282,Large
SIB HUSKY,WHITE/BLACK,CEASAR,15239,Male,True,136,56,52.40229885057471,Large
SIB HUSKY,WHITE,KAI,15239,Male,True,143,51,52.40229885057471,Large
BASSET HOUND,BLACK/BROWN,RUBY,15239,Female,False,30,60,57.184357541899445,Large
GOLDEN RETRIEVER,GOLD,MURPHY,15239,Male,False,115,78,64.81926121372031,Large
SHIH TZU,WHITE/TAN,THUMPER,15146,Female,False,132,13,12.004834810636583,Small
AUS SHEPHERD,BLACK,BENJI,15239,Male,False,45,57,57.110864745011085,Large
GER SHEPHERD,WHITE/BLACK,LUNA,15236,Female,False,47,85,81.36481303930968,Large
YORKSHIRE TERRIER,BROWN,RILEY,15090,Male,False,45,6,6.085308056872038,Small
BEAGLE,WHITE/BLACK/BROWN,PENNY,15102,Female,False,29,22,20.472150814053126,Medium
LABRADOR RETRIEVER,BLACK,ROXS,15209,Female,True,60,79,71.38216365307999,Large
AM PIT BULL TERRIER,TAN,MOCHA,15147,Male,False,35,71,62.09428223844282,Large
CAV KING CHAR SPANI,WHITE,MAGGIE,15084,Female,False,132,13,14.696850393700787,Small
GER SHEPHERD,BLACK/BROWN,LEVI,15136,Male,False,79,75,81.36481303930968,Large
GER SHEPHERD,BLACK/BROWN,LEXI,15136,Female,False,80,88,81.36481303930968,Large
BOSTON TERRIER,BLACK,OLIVER,15228,Male,True,94,17,16.468503937007874,Small
BOSTON TERRIER,GREY,RUBY,15132,Female,True,161,14,16.468503937007874,Small
GER SHEPHERD,BLACK/BROWN,DAISY,15227,Female,True,88,79,81.36481303930968,Large
GER SHEPHERD,BLACK/BROWN,ABE,15120,Male,True,30,105,81.36481303930968,Large
W HGHLND WH TERRIER,WHITE,DIESEL,15025,Male,True,192,19,16.637735849056604,Small
LABRADOR RETRIEVER,YELLOW,SUNNY,15101,Female,True,51,72,71.38216365307999,Large
LABRADOR RETRIEVER,BLACK,ANAKIN,15101,Male,True,104,57,71.38216365307999,Large
PUG,RED/BROWN,DUSTY,15236,Male,True,101,14,14.765407554671969,Small
AUS SHEPHERD,WHITE/BLACK,MILO,15126,Male,True,55,65,57.110864745011085,Large
AM PIT BULL TERRIER,BROWN/TAN/BRINDLE,CHARLOTTE,15106,Female,True,46,63,62.09428223844282,Large
FRENCH BULLDOG,CREAM,MALINA,15234,Female,True,169,19,20.437100213219615,Medium
CHIHUAHUA,BRINDLE,CHICO,15147,Male,True,60,4,4.020435069215557,Toy
POODLE TOY,BLACK WITH WHITE,BELLA,15147,Female,True,140,3,3.995475113122172,Toy
AM PIT BULL TERRIER,WHITE/BLACK,CECE,15084,Female,True,116,53,62.09428223844282,Large
DACHSHUND,WHITE/RED,OLIVER,15237,Male,True,161,20,22.387126019945605,Medium
BERNESE MTN DOG,WHITE/BLACK/BROWN,MARGEAUX,15108,Female,True,18,95,100.91791044776119,Giant
POMERANIAN,WHITE,CREAM,15135,Male,True,58,4,4.028953229398664,Toy
WELSH CORGI PEMBROK,WHITE/RED,LUNA,15102,Female,True,165,26,33.037151702786375,Medium
AUS SHEPHERD,BLACK/TAN/WHITE,BLEU,15133,Female,True,82,70,57.110864745011085,Large
DACHSHUND,TAN,OTTO,15239,Male,True,50,22,22.387126019945605,Medium
DACHSHUND,BROWN,ZOE,15084,Female,True,36,20,22.387126019945605,Medium
GER SHORTHAIR POINT,BLACK WITH WHITE,DARCY,15139,Female,True,100,63,62.642140468227424,Large
BEAGLE,WHITE/BROWN,WILLIE,15221,Male,True,125,22,20.472150814053126,Medium
SHIH TZU,BRINDLE,MINNIE,15031,Female,True,95,11,12.004834810636583,Small
AM PIT BULL TERRIER,BRINDLE,RUBY,15202,Female,True,27,58,62.09428223844282,Large
GOLDENDOODLE,APRICOT,ZIGGY,15234,Male,False,142,74,71.67073954983923,Large
GOLDENDOODLE,CREAM,PETER,15228,Male,False,67,81,71.67073954983923,Large
GOLDEN RETRIEVER,BROWN,ASPEN,15102,Male,False,59,69,64.81926121372031,Large
COLLIE,WHITE/BLACK/BROWN,CAPTAIN VON TRAPP,15102,Male,False,68,70,66.7784090909091,Large
BEAGLE,BLUE,MALUKA,15044,Female,False,53,23,20.472150814053126,Medium
GOLDENDOODLE,TAN,NUTMEG,15025,Female,False,54,66,71.67073954983923,Large
MORKIE,WHITE/BLACK,LUNA,15237,Female,True,143,5,5.054421768707483,Toy
MORKIE,WHITE/BLACK,LUNA,15237,Female,False,114,4,5.054421768707483,Toy
DACHSHUND,BLACK/TAN/WHITE,LEO,15044,Male,False,105,27,22.387126019945605,Medium
COCKAPOO,WHITE,BELLA,15243,Female,False,121,39,35.861111111111114,Medium
COCKAPOO,BROWN/TAN,ROMEO,15243,Male,False,136,39,35.861111111111114,Medium
CHIHUAHUA,BROWN,COCO,15223,Female,False,100,3,4.020435069215557,Toy
GOLDENDOODLE,GOLD,RUDY,15237,Male,False,47,68,71.67073954983923,Large
GER SHEPHERD,BLACK/BROWN,TITAN,15046,Male,False,109,85,81.36481303930968,Large
HAVANESE,BLACK/BROWN/TAN,PIO,15243,Female,True,127,10,10.14186046511628,Small
GOLDENDOODLE,BROWN,MOCHI FEDORIS,15025,Female,False,54,75,71.67073954983923,Large
CHIHUAHUA,WHITE/BROWN,BELZEBBOO,15235,Male,False,112,5,4.020435069215557,Toy
AM PIT BULL TERRIER,WHITE/BROWN,PUPPY,15025,Female,False,61,53,62.09428223844282,Large
HAVANESE,BLACK,TOBY,15220,Male,False,152,10,10.14186046511628,Small
WELSH CORGI PEMBROK,WHITE/BROWN,WINNIE,15237,Female,True,168,35,33.037151702786375,Medium
GOLDEN RETRIEVER,CREAM,KOBI,15102,Male,False,35,61,64.81926121372031,Large
GER SHEPHERD,BLACK/BROWN,REVA,15212,Female,True,123,85,81.36481303930968,Large
GER SHEPHERD,BLACK/BROWN,KOTIE,15212,Female,False,20,85,81.36481303930968,Large
AUS CATTLE DOG,WHITE/ORANGE,HOLLY,15090,Female,False,149,43,42.33974358974359,Medium
COCKAPOO,BROWN,SOPHIE,15044,Female,False,47,35,35.861111111111114,Medium
GOLDENDOODLE,BROWN,STELLA,15044,Female,False,104,76,71.67073954983923,Large
HAVANESE,SABLE,TOBY,15044,Male,False,163,9,10.14186046511628,Small
BOXER,BROWN,REMY,15024,Male,False,140,74,71.2519422863485,Large
SHETLAND SHEEPDOG,WHITE/BLACK,NORMAN,15084,Male,False,112,19,18.449101796407184,Small
AM PIT BULL TERRIER,WHITE/BROWN,RAMBO,15229,Male,False,66,71,62.09428223844282,Large
POMERANIAN,BROWN,PRINCE,15235,Male,False,57,4,4.028953229398664,Toy
CHIHUAHUA,BROWN,BUBBA,15238,Male,False,166,5,4.020435069215557,Toy
CHIHUAHUA,BLACK,BILLY,15238,Male,False,25,5,4.020435069215557,Toy
CHIHUAHUA,BLACK,PAULIE,15238,Male,False,31,4,4.020435069215557,Toy
CHIHUAHUA,WHITE,DIAMOND,15238,Female,False,18,4,4.020435069215557,Toy
AM BULLDOG,WHITE/BROWN,SADIE,15235,Female,False,61,34,46.11363636363637,Large
BORD COLLIE,WHITE/BLACK,MOLLY,15101,Female,False,77,44,47.652482269503544,Large
AM PIT BULL TERRIER,BRINDLE,HAZE,15238,Male,False,20,73,62.09428223844282,Large
BEAGLE,WHITE/BLACK/BROWN,SAMMY JO,15101,Female,False,47,21,20.472150814053126,Medium
GER SHEPHERD,BLACK/BROWN,RUGER,15106,Male,False,116,72,81.36481303930968,Large
GOLDEN RETRIEVER,CREAM,RILEY,15101,Male,False,109,68,64.81926121372031,Large
CHIHUAHUA,TAN,ARCHER,15065,Male,False,100,4,4.020435069215557,Toy
AUS SHEPHERD,TRI-COLOR,TOBEY,15024,Male,True,66,62,57.110864745011085,Large
SHIH TZU,BLACK,MOLLY,15148,Female,False,130,12,12.004834810636583,Small
LABRADOR RETRIEVER,BROWN,RILEY,15057,Female,True,80,83,71.38216365307999,Large
ROTTWEILER,BLACK,ROXY,15143,Female,False,53,112,115.73399014778325,Giant
POMERANIAN,ORANGE,BABY,15239,Female,False,159,4,4.028953229398664,Toy
POMERANIAN,ORANGE,BENNY,15239,Male,False,104,5,4.028953229398664,Toy
POMERANIAN,ORANGE,BODHI,15239,Male,False,46,4,4.028953229398664,Toy
LABRADOODLE,TAN,PAWS,15239,Male,False,44,73,72.0954954954955,Large
AM PIT BULL TERRIER,WHITE/BROWN,BANE,15136,Male,True,136,65,62.09428223844282,Large
AM PIT BULL TERRIER,BROWN,ROXIE,15146,Female,False,56,52,62.09428223844282,Large
AM PIT BULL TERRIER,BRINDLE,CATO,15136,Male,True,41,58,62.09428223844282,Large
BORD COLLIE,WHITE/BLACK,CALLIE,15044,Female,False,88,36,47.652482269503544,Large
SHIH TZU,SABLE,MICKEY,15071,Male,False,86,14,12.004834810636583,Small
POODLE TOY,WHITE,PEPPY,15239,Male,False,93,4,3.995475113122172,Toy
LABRADOR RETRIEVER,YELLOW,PARKER,15024,Male,False,70,67,71.38216365307999,Large
LABRADOR RETRIEVER,RED,CORA,15108,Female,False,61,71,71.38216365307999,Large
SIB HUSKY,WHITE/BLACK,JUNO,15143,Male,False,88,56,52.40229885057471,Large
DOBERMAN PINSCHER,RED/BROWN,ZOE,15014,Female,False,75,82,87.36585365853658,Large
DOBERMAN PINSCHER,RED/BROWN,ZOE,15014,Female,False,77,83,87.36585365853658,Large
GOLDEN RETRIEVER,GOLD,BRODY BARONE,15137,Male,False,34,82,64.81926121372031,Large
POMERANIAN,BROWN,VOE,15106,Female,True,126,3,4.028953229398664,Toy
AUS SHEPHERD,WHITE/BLACK,SHADOW,15131,Male,False,80,62,57.110864745011085,Large
GOLDEN RETRIEVER,GOLD,HENRY,15202,Male,False,117,61,64.81926121372031,Large
ROTTWEILER,WHITE/BLACK,TOOTSIE,15120,Female,True,47,99,115.73399014778325,Giant
CANE CORSO,BLACK,LAILA,15120,Female,True,24,122,119.63068181818181,Giant
CANE CORSO,BLACK,CARLITO,15120,Male,True,93,128,119.63068181818181,Giant
CANE CORSO,WHITE,GHOST,15120,Male,True,64,133,119.63068181818181,Giant
